0,45.5148
0.389332,45.5148
0.778665,45.5148
1.168,45.5148
1.55733,45.5148
1.94666,45.5148
2.33599,34.0957
2.72533,182.429
3.11466,138.192
3.50399,114.708
3.89332,87.7116
4.28266,69.6728
4.67199,63.5531
5.06132,53.0941
5.45065,30.762
5.83998,32.4534
6.22932,32.2595
6.61865,30.7936
7.00798,28.5382
7.39731,29.467
7.78665,33.864
8.17598,37.799
8.56531,31.5954
8.95464,28.2918
9.34398,27.709
9.73331,28.4896
10.1226,23.413
10.512,19.6455
10.9013,18.3558
11.2906,19.8731
11.68,18.1807
12.0693,16.8779
12.4586,17.2395
12.848,20.6248
13.2373,21.8223
13.6266,22.2638
14.016,21.4232
14.4053,18.0373
14.7946,18.6595
15.184,15.9186
15.5733,11.3163
15.9626,14.7165
16.352,18.5642
16.7413,21.4942
17.1306,22.6671
17.52,18.7156
17.9093,16.8308
18.2986,14.2304
18.688,9.25474
19.0773,12.6423
19.4666,11.2393
19.8559,8.94121
20.2453,10.6352
20.6346,12.8563
21.0239,10.2542
21.4133,5.8583
21.8026,8.1173
22.1919,11.8251
22.5813,14.3811
22.9706,14.7929
23.3599,10.839
23.7493,11.7491
24.1386,13.2906
24.5279,13.6359
24.9173,10.8113
25.3066,5.99253
25.6959,3.6755
26.0853,7.63056
26.4746,5.43453
26.8639,8.55359
27.2533,12.2701
27.6426,9.4446
28.0319,5.06276
28.4213,3.38703
28.8106,4.8612
29.1999,9.94799
29.5893,8.83496
29.9786,11.2779
30.3679,17.2848
30.7573,14.4583
31.1466,10.7569
31.5359,7.73973
31.9252,6.30588
32.3146,9.14435
32.7039,6.78908
33.0932,4.0352
33.4826,4.60066
33.8719,5.16614
34.2612,6.80455
34.6506,8.2888
35.0399,7.72092
35.4292,4.02333
35.8186,4.22229
36.2079,7.49825
36.5972,10.3265
36.9866,12.6814
37.3759,12.9715
37.7652,11.918
38.1546,14.7467
38.5439,13.5774
38.9332,13.0133
39.3226,14.4996
39.7119,13.3679
40.1012,10.6062
40.4906,8.03354
40.8799,6.90172
41.2692,5.76524
41.6586,6.48742
42.0479,6.83021
42.4372,4.00023
42.8266,11.8767
43.2159,13.3434
43.6052,10.748
43.9945,10.748
44.3839,10.248
44.7732,12.6761
45.1625,16.3999
45.5519,13.5689
45.9412,10.2639
46.3305,10.2949
46.7199,13.9446
47.1092,15.0771
47.4985,10.6304
47.8879,9.43316
48.2772,15.663
48.6665,21.8931
49.0559,22.2203
49.4452,20.7283
49.8345,20.7283
50.2239,20.1659
50.6132,19.9606
51.0025,24.9465
51.3919,42.5091
51.7812,58.0257
52.1705,63.5036
52.5599,64.7374
52.9492,76.1162
53.3385,102.329
53.7279,124.178
54.1172,141.281
54.5065,164.611
54.8959,194.342
55.2852,231.617
55.6745,270.812
56.0639,269.111
56.4532,300.207
56.8425,346.794
57.2318,398.178
57.6212,407.248
58.0105,456.249
58.3998,529.982
58.7892,617.864
59.1785,605.507
59.5678,621.39
59.9572,671.153
60.3465,765.103
60.7358,791.516
61.1252,817.979
61.5145,858.837
61.9038,935.977
62.2932,990.024
62.6825,995.175
63.0718,983.629
63.4612,1065.08
63.8505,1078.83
64.2398,1051.79
64.6292,1015.64
65.0185,1101.88
