Item,Smu1_V(1)(1),Smu1_I(1)(1),Smu1_R(1)(1),
1,0.1,0.0199855361133814,5.00361858859741,
2,0.09,0.0180154386907816,4.99571514992041,
3,0.08,0.0160210486501455,4.99343093869659,
4,0.07,0.0140391504392028,4.98605669218649,
5,0.06,0.0120565509423614,4.97654762849188,
6,0.05,0.0100593836978078,4.97048343139514,
7,0.04,0.00807331968098879,4.95459136768643,
8,0.03,0.0060837846249342,4.93114103300862,
9,0.02,0.00408938806504011,4.8907072847839,
10,0.01,0.0021102661266923,4.73873881285028,
11,0,0.000115175032988191,0,
12,-0.01,-0.00187159329652786,5.34304115031389,
13,-0.02,-0.00386195629835129,5.17872250613976,
14,-0.03,-0.00584607571363449,5.13164753067303,
15,-0.04,-0.00784129835665226,5.10119602400609,
16,-0.05,-0.00983375031501055,5.08453015363614,
17,-0.06,-0.0118185617029667,5.07675988905984,
18,-0.07,-0.0137943439185619,5.07454362550775,
19,-0.08,-0.0157909523695707,5.06619221739662,
20,-0.09,-0.0177820064127445,5.0612961164774,
21,-0.1,-0.0197730865329504,5.05737937440153,
22,-0.09,-0.0177889578044415,5.0593183136074,
23,-0.08,-0.0157958101481199,5.06463418145868,
24,-0.07,-0.0138005847111344,5.07224885504477,
25,-0.06,-0.0118206366896629,5.07586871800819,
26,-0.05,-0.00982680451124907,5.08812401251733,
27,-0.04,-0.00783227104693651,5.10707555449648,
28,-0.03,-0.00584538048133254,5.13225787368439,
29,-0.02,-0.00385709665715694,5.18524729290604,
30,-0.01,-0.00187576015014201,5.33117200471654,
31,0,0.000108229694887996,0,
32,0.01,0.00209915451705456,4.76382272898689,
33,0.02,0.00408313376829028,4.89819857368389,
34,0.03,0.00607822695747018,4.93564985478698,
35,0.04,0.00806082040071487,4.96227406287983,
36,0.05,0.0100649399682879,4.9677395153411,
37,0.06,0.0120489187538624,4.97969994035909,
38,0.07,0.0140308039262891,4.98902275078074,
39,0.08,0.0160196572542191,4.9938646458201,
40,0.09,0.0180126558989286,4.99648694256981,
41,0.1,0.0200015045702457,4.99962388573308,
