experimentType,company,sampleType,temperature,gasAtmosphere,length,lengthTensile,diameter,width,thickness,linearMassDensity,voltage,freq,totalNumOfCycles,pressure,dGRatio,gprimeGRatio,dPeakPosition,gPeakPosition,gprimePeakPosition,weightBefore,weightAfter,axialLoad,numRotationsPerUnitLength,twistAngle,dryOrWet,rotatingSpeed,numIncre,syncTime,numRepeatingCycle,dataRecFreq,restTimePerIncre,twistOrientation,density,degreeOfMisalignment,averageLength,maxLength,bundlingExtent,sampleID
RF1,NC,S,,,,,,,,,9.0,13.0,2000.0,,0.170159133807,0.414762654626,1335.3,1565.16,2657.48,,,,,,,,,,,,,,,,,,,345
RF2,NC,S,,,,,,,,,9.0,13.0,2000.0,,0.17197406589,0.414762375618,1335.08,1565.16,2657.48,,,,,,,,,,,,,,,,,,,345
RF3,NC,S,,,,,,,,,9.0,13.0,2000.0,,0.171974273457,0.414762972956,1335.08,1565.16,2657.48,,,,,,,,,,,,,,,,,,,345
