Item,Smu1_V(1)(1),Smu1_I(1)(1),Smu1_R(1)(1),
1,0.1,0.0192642379552126,5.19096577982944,
2,0.09,0.0173634514212608,5.18330128132237,
3,0.08,0.0154446000233293,5.17980393659655,
4,0.07,0.013517415151,5.1785048559984,
5,0.06,0.0115902321413159,5.17677292986365,
6,0.05,0.00967554841190577,5.16766573546105,
7,0.04,0.00775669561699033,5.15683507193239,
8,0.03,0.00583714758977294,5.13949656722094,
9,0.02,0.00391412293538451,5.10970154238021,
10,0.01,0.00200916826725006,4.97718392381687,
11,0,8.33696685731411E-05,0,
12,-0.01,-0.00183896243106574,5.43784899085985,
13,-0.02,-0.00375585909932852,5.32501339136382,
14,-0.03,-0.00568039854988456,5.28131956526355,
15,-0.04,-0.00759313069283962,5.26791933631806,
16,-0.05,-0.00951280258595943,5.25607459507236,
17,-0.06,-0.0114310877397656,5.2488443239987,
18,-0.07,-0.0133563242852688,5.24096289554797,
19,-0.08,-0.0152746085077524,5.23745010940196,
20,-0.09,-0.0172047149389982,5.23112416097028,
21,-0.1,-0.0191271621733904,5.22816710045568,
22,-0.09,-0.0172053966671228,5.23091688853519,
23,-0.08,-0.0152808669954538,5.23530504020489,
24,-0.07,-0.0133556202054024,5.24123918795511,
25,-0.06,-0.011444978415966,5.24247384479978,
26,-0.05,-0.0095121106132865,5.25645695605769,
27,-0.04,-0.00758757255971432,5.27177825123903,
28,-0.03,-0.00567623181268573,5.28519641022296,
29,-0.02,-0.00375794246792793,5.32206125311643,
30,-0.01,-0.00183618429582566,5.44607642203115,
31,0,9.100919123739E-05,0,
32,0.01,0.00200222013518214,4.99445581646311,
33,0.02,0.00391481863334775,5.1087935031353,
34,0.03,0.00584269687533379,5.13461516832261,
35,0.04,0.00775321992114186,5.15914683277925,
36,0.05,0.00966720841825008,5.17212393037977,
37,0.06,0.0115957781672478,5.1742969841791,
38,0.07,0.0135118486359715,5.18063825949356,
39,0.08,0.0154369650408626,5.18236582049874,
40,0.09,0.0173544157296419,5.18600000150262,
41,0.1,0.0192815903574228,5.1862941876837,
