Item,Smu1_Time(1)(1),Smu1_V(1)(1),Smu1_I(1)(1),
1,0,0,7.43865966796875E-05,
2,0.10214128,9,1.17545318603516,
3,0.20471764,0,6.29425048828125E-05,
4,0.30684706,-9,-1.12787437438965,
5,0.40943466,0,-5.7220458984375E-06,
6,0.51155104,9,1.12531471252441,
7,0.6141353,0,2.09808349609375E-05,
8,0.71625646,-9,-1.12423324584961,
9,0.818843,0,-5.7220458984375E-06,
10,0.92096952,9,1.12264251708984,
11,1.02355614,0,1.52587890625E-05,
12,1.12570668,-9,-1.12198257446289,
13,1.22830172,0,-5.7220458984375E-06,
14,1.33040828,9,1.12104797363281,
15,1.43300278,0,1.1444091796875E-05,
16,1.53511966,-9,-1.1208438873291,
17,1.63771824,0,-7.62939453125E-06,
18,1.73984586,9,1.11994552612305,
19,1.8424296,0,1.9073486328125E-06,
20,1.94453332,-9,-1.1200008392334,
21,2.0471142,0,-9.5367431640625E-06,
22,2.14922254,9,1.11927223205566,
23,2.25181374,0,0,
24,2.35393488,-9,-1.11943054199219,
25,2.45650954,0,-9.5367431640625E-06,
26,2.55863536,9,1.11874008178711,
27,2.6612289,0,-1.9073486328125E-06,
28,2.76334642,-9,-1.11909866333008,
29,2.8659493,0,-7.62939453125E-06,
30,2.96805884,9,1.11859703063965,
31,3.07065362,0,-1.9073486328125E-06,
32,3.17277156,-9,-1.11888694763184,
33,3.27536292,0,-7.62939453125E-06,
34,3.37748988,9,1.11842918395996,
35,3.4800899,0,0,
36,3.58219976,-9,-1.11877059936523,
37,3.68485772,0,-9.5367431640625E-06,
38,3.7869703,9,1.11832237243652,
39,3.88955384,0,-1.9073486328125E-06,
40,3.99167878,-9,-1.11858177185059,
41,4.09425418,0,-5.7220458984375E-06,
42,4.19636496,9,1.11823081970215,
43,4.2989731,0,-1.9073486328125E-06,
44,4.4010653,-9,-1.11864280700684,
45,4.50365812,0,-5.7220458984375E-06,
46,4.6057873,9,1.11811637878418,
