Item,Smu1_V(1)(1),Smu1_I(1)(1),Smu1_R(1)(1),
1,0.1,0.0173547975718975,5.76209544281457,
2,0.09,0.0156387034803629,5.75495277552967,
3,0.08,0.0139149697497487,5.74920401831594,
4,0.07,0.0121933156624436,5.74085030994526,
5,0.06,0.0104744443669915,5.72822747420189,
6,0.05,0.0087590366601944,5.70839031045799,
7,0.04,0.00703530246391892,5.68561198401106,
8,0.03,0.00531086791306734,5.64879422555121,
9,0.02,0.00359616475179791,5.56148046053811,
10,0.01,0.00185923057142645,5.37856904554218,
11,0,0.000145216006785631,0,
12,-0.01,-0.00157713191583753,6.34062369772636,
13,-0.02,-0.00329403067007661,6.07158888400237,
14,-0.03,-0.00501510873436928,5.98192413943203,
15,-0.04,-0.0067396555095911,5.93502144776934,
16,-0.05,-0.00845309253782034,5.91499498867342,
17,-0.06,-0.0101838912814856,5.8916575542279,
18,-0.07,-0.0118931652978063,5.88573338107995,
19,-0.08,-0.0136225763708353,5.87260425797815,
20,-0.09,-0.015339482575655,5.86721224500997,
21,-0.1,-0.0170730575919151,5.85718167127572,
22,-0.09,-0.0153519809246063,5.86243563237803,
23,-0.08,-0.0136260446161032,5.87110950051173,
24,-0.07,-0.0119021870195866,5.88127206242064,
25,-0.06,-0.0101769426837564,5.89568025137523,
26,-0.05,-0.00846559088677168,5.90626226435416,
27,-0.04,-0.00673340493813157,5.94053088556701,
28,-0.03,-0.00500260619446635,5.99687419593103,
29,-0.02,-0.00329819833859801,6.06391670444584,
30,-0.01,-0.0015701869269833,6.36866848663196,
31,0,0.000150773208588362,0,
32,0.01,0.00187242601532489,5.34066495453219,
33,0.02,0.00358782801777124,5.57440320465081,
34,0.03,0.00531225558370352,5.64731864408622,
35,0.04,0.00703530525788665,5.68560972605412,
36,0.05,0.00875556748360395,5.71065211862419,
37,0.06,0.0104681849479675,5.73165265021893,
38,0.07,0.012196097522974,5.73954085461679,
39,0.08,0.0139246908947825,5.74519036756322,
40,0.09,0.0156401004642248,5.7544387394356,
41,0.1,0.0173554997891188,5.76186230388457,
