Item,Smu1_Time(1)(1),Smu1_V(1)(1),Smu1_I(1)(1),
1,0,0,0.000169754028320313,
2,0.1017771,9,1.09726715087891,
3,0.20320914,0,0.00012969970703125,
4,0.30492368,-9,-1.0397777557373,
5,0.40633552,0,7.2479248046875E-05,
6,0.50806478,9,1.03791809082031,
7,0.60950074,0,9.5367431640625E-05,
8,0.71121908,-9,-1.03670501708984,
9,0.81264944,0,7.43865966796875E-05,
10,0.91438762,9,1.03589630126953,
11,1.015786,0,8.96453857421875E-05,
12,1.11752868,-9,-1.0353832244873,
13,1.21895516,0,6.67572021484375E-05,
14,1.3206675,9,1.0349292755127,
15,1.4221014,0,8.0108642578125E-05,
16,1.52381482,-9,-1.0346794128418,
17,1.6252456,0,6.4849853515625E-05,
18,1.72698326,9,1.03438949584961,
19,1.82839676,0,7.62939453125E-05,
20,1.93010478,-9,-1.03427314758301,
21,2.0315328,0,6.29425048828125E-05,
22,2.13326648,9,1.0340518951416,
23,2.23473274,0,6.866455078125E-05,
24,2.33645732,-9,-1.03411102294922,
25,2.4378636,0,6.4849853515625E-05,
26,2.53958852,9,1.03396224975586,
27,2.64100862,0,6.866455078125E-05,
28,2.7427253,-9,-1.03399658203125,
29,2.84413884,0,6.103515625E-05,
30,2.94586258,9,1.0339469909668,
31,3.04728948,0,7.2479248046875E-05,
32,3.14903096,-9,-1.03398704528809,
33,3.25043014,0,6.29425048828125E-05,
34,3.35215268,9,1.03389358520508,
35,3.45359854,0,7.05718994140625E-05,
36,3.5553305,-9,-1.03393173217773,
37,3.65674378,0,6.29425048828125E-05,
38,3.75846254,9,1.033935546875,
39,3.8598824,0,6.4849853515625E-05,
40,3.96160586,-9,-1.03399658203125,
41,4.06301534,0,5.91278076171875E-05,
42,4.16474068,9,1.0339412689209,
43,4.26617458,0,6.67572021484375E-05,
44,4.36790696,-9,-1.03403472900391,
45,4.4693126,0,5.91278076171875E-05,
46,4.571033,9,1.03396034240723,
47,4.6724476,0,6.29425048828125E-05,
48,4.77415478,-9,-1.03406524658203,
49,4.87558124,0,5.91278076171875E-05,
50,4.97730284,9,1.03400421142578,
51,5.0787189,0,6.29425048828125E-05,
52,5.18045546,-9,-1.03400802612305,
53,5.28186478,0,5.340576171875E-05,
