experimentType,company,sampleType,temperature,gasAtmosphere,length,lengthTensile,diameter,width,thickness,linearMassDensity,voltage,freq,totalNumOfCycles,pressure,dGRatio,gprimeGRatio,dPeakPosition,gPeakPosition,gprimePeakPosition,weightBefore,weightAfter,axialLoad,numRotationsPerUnitLength,twistAngle,dryOrWet,rotatingSpeed,numIncre,syncTime,numRepeatingCycle,dataRecFreq,restTimePerIncre,twistOrientation,density,degreeOfMisalignment,averageLength,maxLength,bundlingExtent,sampleID
R1,NC,S,,,,,,,,,,,,,0.267,0.45,1341.3,1572,2668,,,,,,,,,,,,,,,,,,,303
R2,NC,S,,,,,,,,,,,,,0.26,0.47,1341.9,1570.36,2667.3,,,,,,,,,,,,,,,,,,,303
R3,NC,S,,,,,,,,,,,,,0.243,0.4359,1340.4,1572.27,2667.2,,,,,,,,,,,,,,,,,,,303
R4,NC,S,,,,,,,,,,,,,0.2502,0.4325,1341.52,1572.15,2668.6,,,,,,,,,,,,,,,,,,,303
R5,NC,S,,,,,,,,,,,,,0.27,0.411,1342.34,1571.39,2667.2,,,,,,,,,,,,,,,,,,,303
