Item,Smu1_V(1)(1),Smu1_I(1)(1),Smu1_R(1)(1),
1,0.1,0.0227664932608604,4.39241998555471,
2,0.09,0.0205003451555967,4.39016998576872,
3,0.08,0.0182397495955229,4.38602512501799,
4,0.07,0.0159742757678032,4.38204529691968,
5,0.06,0.0137039618566632,4.378295899213,
6,0.05,0.0114440647885203,4.36907697780211,
7,0.04,0.0091855451464653,4.35466805314135,
8,0.03,0.00692563829943538,4.3317306944034,
9,0.02,0.00466087646782398,4.29103842122153,
10,0.01,0.00239819195121527,4.16980800679135,
11,0,0.000134813250042498,0,
12,-0.01,-0.00211747968569398,4.72259548347101,
13,-0.02,-0.00437962217256427,4.56660396992419,
14,-0.03,-0.00664384942501783,4.51545453258364,
15,-0.04,-0.00889696273952723,4.49591632235222,
16,-0.05,-0.0111709032207727,4.47591381035537,
17,-0.06,-0.0134302787482738,4.46751710255542,
18,-0.07,-0.0156917311251163,4.46094821800491,
19,-0.08,-0.017946220934391,4.45776301832398,
20,-0.09,-0.0202166941016912,4.45176642369392,
21,-0.1,-0.02247329428792,4.4497259155171,
22,-0.09,-0.020216004922986,4.4519181877359,
23,-0.08,-0.0179545655846596,4.45569120694027,
24,-0.07,-0.0156903397291899,4.46134380823979,
25,-0.06,-0.0134254060685635,4.46913856412092,
26,-0.05,-0.0111674312502146,4.47730537844496,
27,-0.04,-0.00890737678855658,4.49065992710542,
28,-0.03,-0.00665495917201042,4.50791646118201,
29,-0.02,-0.00438864901661873,4.55721109714287,
30,-0.01,-0.00211678468622267,4.72414604332982,
31,0,0.00013828556984663,0,
32,0.01,0.00239471672102809,4.17585926226249,
33,0.02,0.00465948134660721,4.29232322489347,
34,0.03,0.00692702690139413,4.33086234932366,
35,0.04,0.00919527001678944,4.35006257858278,
36,0.05,0.0114482268691063,4.36748857021063,
37,0.06,0.0137067474424839,4.37740610978435,
38,0.07,0.0159645602107048,4.38471207951363,
39,0.08,0.0182341877371073,4.3873629663907,
40,0.09,0.0204913169145584,4.39210424470367,
41,0.1,0.0227470546960831,4.39617354141323,
