Item,Smu1_Time(1)(1),Smu1_V(1)(1),Smu1_I(1)(1),
1,0,0,0.000116348266601563,
2,0.10216018,9,1.05007934570313,
3,0.2047497,0,0.000286102294921875,
4,0.30688092,-9,-0.999622344970703,
5,0.40945462,0,0.000213623046875,
6,0.51157076,9,0.998348236083984,
7,0.61415906,0,0.000242233276367188,
8,0.71627498,-9,-0.996707916259766,
9,0.81885432,0,0.000213623046875,
10,0.92098418,9,0.996025085449219,
11,1.02357682,0,0.000232696533203125,
12,1.12572502,-9,-0.994701385498047,
13,1.22831806,0,0.000207901000976563,
14,1.33044662,9,0.994548797607422,
15,1.43304716,0,0.000225067138671875,
16,1.53513544,-9,-0.99372673034668,
17,1.63770814,0,0.000213623046875,
18,1.7398133,9,0.993684768676758,
19,1.84237678,0,0.000219345092773438,
20,1.9444962,-9,-0.992937088012695,
21,2.04707768,0,0.000211715698242188,
22,2.14917768,9,0.993106842041016,
23,2.25176126,0,0.000217437744140625,
24,2.35388172,-9,-0.992429733276367,
25,2.45645512,0,0.000209808349609375,
26,2.55858328,9,0.992605209350586,
27,2.66115976,0,0.000217437744140625,
28,2.7632579,-9,-0.992094039916992,
29,2.8658452,0,0.000207901000976563,
30,2.96796026,9,0.992380142211914,
31,3.07053418,0,0.000211715698242188,
32,3.1726686,-9,-0.991794586181641,
33,3.27523446,0,0.000207901000976563,
34,3.37734482,9,0.992170333862305,
35,3.47993862,0,0.000213623046875,
36,3.58203636,-9,-0.991706848144531,
37,3.68463936,0,0.000202178955078125,
38,3.78674456,9,0.992019653320313,
39,3.88931472,0,0.000211715698242188,
40,3.99142964,-9,-0.991567611694336,
41,4.09401228,0,0.000204086303710938,
42,4.19612402,9,0.991910934448242,
43,4.29870776,0,0.000209808349609375,
44,4.4008219,-9,-0.991481781005859,
45,4.50340394,0,0.000204086303710938,
46,4.60554522,9,0.991819381713867,
47,4.70812332,0,0.000207901000976563,
48,4.81022964,-9,-0.991413116455078,
49,4.912825,0,0.000200271606445313,
50,5.01492658,9,0.991785049438477,
51,5.11751714,0,0.000204086303710938,
52,5.219637,-9,-0.991376876831055,
53,5.32221944,0,0.000204086303710938,
54,5.42433628,9,0.991720199584961,
55,5.52691306,0,0.000207901000976563,
56,5.62901298,-9,-0.991363525390625,
57,5.73161652,0,0.000202178955078125,
58,5.83373354,9,0.991661071777344,
59,5.93634906,0,0.000204086303710938,
60,6.03845786,-9,-0.991323471069336,
61,6.14104514,0,0.000204086303710938,
62,6.24316966,9,0.991674423217773,
63,6.34574764,0,0.00020599365234375,
64,6.44786678,-9,-0.991344451904297,
65,6.55046098,0,0.000202178955078125,
66,6.65258644,9,0.991706848144531,
67,6.75516802,0,0.00020599365234375,
68,6.85729674,-9,-0.991313934326172,
69,6.95987246,0,0.000202178955078125,
70,7.0620244,9,0.991586685180664,
71,7.1646142,0,0.000204086303710938,
72,7.26671894,-9,-0.991340637207031,
73,7.36931274,0,0.000200271606445313,
74,7.47141612,9,0.991718292236328,
75,7.573996,0,0.000200271606445313,
76,7.67611594,-9,-0.991344451904297,
77,7.77870298,0,0.0001983642578125,
78,7.88081096,9,0.99168586730957,
79,7.9834099,0,0.000200271606445313,
80,8.085523,-9,-0.991373062133789,
81,8.1881392,0,0.000196456909179688,
82,8.29026788,9,0.991725921630859,
83,8.39285126,0,0.000204086303710938,
84,8.49496622,-9,-0.991355895996094,
85,8.59755044,0,0.000200271606445313,
86,8.69967676,9,0.991731643676758,
87,8.8022719,0,0.000202178955078125,
88,8.90438484,-9,-0.991371154785156,
89,9.00696528,0,0.000200271606445313,
