Item,Smu1_Time(1)(1),Smu1_V(1)(1),Smu1_I(1)(1),
1,0,0,6.67572021484375E-05,
2,0.10214702,9,1.13028335571289,
3,0.20472756,0,0.000255584716796875,
4,0.30686508,-9,-1.08846092224121,
5,0.40945096,0,0.0002288818359375,
6,0.51155188,9,1.08742904663086,
7,0.61413864,0,0.000225067138671875,
8,0.71627348,-9,-1.08538627624512,
9,0.8188604,0,0.000207901000976563,
10,0.9209735,9,1.08536911010742,
11,1.02356966,0,0.000207901000976563,
12,1.12570374,-9,-1.08388519287109,
13,1.22829098,0,0.000196456909179688,
14,1.33041938,9,1.08430862426758,
15,1.43300524,0,0.0001983642578125,
16,1.5351195,-9,-1.0832691192627,
17,1.63770094,0,0.000185012817382813,
18,1.73982846,9,1.08374786376953,
19,1.84242604,0,0.000186920166015625,
20,1.94454028,-9,-1.08286476135254,
21,2.0471426,0,0.00017547607421875,
22,2.1492574,9,1.08345794677734,
23,2.25188034,0,0.000181198120117188,
24,2.35399866,-9,-1.08267402648926,
25,2.4565985,0,0.00017547607421875,
26,2.55871004,9,1.08332252502441,
27,2.66129242,0,0.000177383422851563,
28,2.763405,-9,-1.08269309997559,
29,2.86600702,0,0.000177383422851563,
30,2.96810176,9,1.08337783813477,
31,3.07070044,0,0.000177383422851563,
32,3.17281732,-9,-1.0827579498291,
33,3.27537972,0,0.000171661376953125,
34,3.3775293,9,1.08327102661133,
35,3.4801067,0,0.000173568725585938,
36,3.58220864,-9,-1.0828800201416,
37,3.6847929,0,0.000169754028320313,
38,3.7869088,9,1.08350944519043,
39,3.88947832,0,0.000171661376953125,
40,3.99161506,-9,-1.0828914642334,
41,4.09419116,0,0.000165939331054688,
42,4.19631312,9,1.08357810974121,
43,4.2989031,0,0.000169754028320313,
44,4.4010176,-9,-1.08309364318848,
45,4.50361344,0,0.0001678466796875,
46,4.6057361,9,1.08371925354004,
47,4.70830556,0,0.000165939331054688,
48,4.8104287,-9,-1.08313751220703,
49,4.91300682,0,0.0001678466796875,
50,5.01511618,9,1.08381462097168,
51,5.1177086,0,0.000165939331054688,
52,5.21982496,-9,-1.08324241638184,
53,5.32241732,0,0.000162124633789063,
54,5.42455494,9,1.08380699157715,
55,5.52714072,0,0.000162124633789063,
56,5.62926034,-9,-1.08331871032715,
57,5.7318568,0,0.000164031982421875,
58,5.83395688,9,1.0839786529541,
59,5.93656278,0,0.00016021728515625,
60,6.03867332,-9,-1.0833740234375,
61,6.14125058,0,0.000158309936523438,
62,6.24337694,9,1.08401679992676,
63,6.3459706,0,0.000162124633789063,
64,6.44810092,-9,-1.08347511291504,
65,6.55069946,0,0.000158309936523438,
66,6.6528136,9,1.08408355712891,
67,6.75541142,0,0.00016021728515625,
68,6.85754042,-9,-1.08354568481445,
69,6.9601277,0,0.000156402587890625,
70,7.0622564,9,1.08416557312012,
71,7.16482794,0,0.000158309936523438,
72,7.26695854,-9,-1.08360862731934,
73,7.369561,0,0.000156402587890625,
74,7.4716717,9,1.08419609069824,
75,7.57426116,0,0.000156402587890625,
76,7.67637476,-9,-1.08367347717285,
77,7.77895498,0,0.000158309936523438,
78,7.88106726,9,1.08429527282715,
79,7.98367266,0,0.000156402587890625,
80,8.08579408,-9,-1.08368492126465,
81,8.18841668,0,0.000150680541992188,
82,8.29055044,9,1.08430671691895,
83,8.39313112,0,0.000154495239257813,
84,8.49524512,-9,-1.08376121520996,
85,8.59783116,0,0.000154495239257813,
86,8.69993656,9,1.08437538146973,
87,8.80253218,0,0.000154495239257813,
88,8.9046324,-9,-1.0838508605957,
89,9.00722112,0,0.000146865844726563,
90,9.10934314,9,1.08437919616699,
91,9.21192598,0,0.000150680541992188,
92,9.31404302,-9,-1.08382987976074,
93,9.416643,0,0.000150680541992188,
94,9.51874118,9,1.08436393737793,
95,9.62133622,0,0.000156402587890625,
96,9.72343438,-9,-1.08387756347656,
97,9.82602882,0,0.000150680541992188,
98,9.92815392,9,1.08437728881836,
99,10.03074848,0,0.000154495239257813,
100,10.1328731,-9,-1.08381843566895,
101,10.23546938,0,0.000154495239257813,
102,10.33760032,9,1.08437156677246,
103,10.44021318,0,0.000152587890625,
104,10.5423198,-9,-1.0838794708252,
105,10.64490616,0,0.000150680541992188,
106,10.74702146,9,1.0843620300293,
107,10.84961582,0,0.000148773193359375,
108,10.9517255,-9,-1.08392333984375,
109,11.0543069,0,0.00014495849609375,
110,11.15641616,9,1.08441543579102,
111,11.25901956,0,0.000150680541992188,
112,11.3611491,-9,-1.08390045166016,
113,11.46374016,0,0.000146865844726563,
114,11.56587372,9,1.0843505859375,
115,11.66845654,0,0.000152587890625,
116,11.77055972,-9,-1.08393669128418,
117,11.87315974,0,0.000148773193359375,
118,11.97525824,9,1.08449935913086,
119,12.07784632,0,0.00014495849609375,
120,12.17996162,-9,-1.08394050598145,
121,12.28252508,0,0.000143051147460938,
122,12.38464408,9,1.0844783782959,
123,12.48723922,0,0.000143051147460938,
124,12.5893652,-9,-1.08399200439453,
125,12.69195632,0,0.000139236450195313,
126,12.79405176,9,1.08451461791992,
127,12.89662526,0,0.000143051147460938,
128,12.99875016,-9,-1.08398246765137,
129,13.10132318,0,0.000141143798828125,
130,13.2034202,9,1.08451461791992,
131,13.3060304,0,0.000146865844726563,
132,13.4081308,-9,-1.08400535583496,
133,13.51070772,0,0.000141143798828125,
134,13.61284204,9,1.08451843261719,
135,13.71540666,0,0.00014495849609375,
136,13.81755236,-9,-1.08383750915527,
137,13.92012972,0,0.000146865844726563,
138,14.02223318,9,1.08455848693848,
139,14.12481684,0,0.000141143798828125,
140,14.2269392,-9,-1.08394432067871,
141,14.32950896,0,0.000143051147460938,
142,14.43162646,9,1.08452987670898,
143,14.53420976,0,0.000143051147460938,
144,14.63635168,-9,-1.08389282226563,
145,14.7389477,0,0.00014495849609375,
146,14.84106112,9,1.08451080322266,
147,14.94364486,0,0.000143051147460938,
148,15.04577374,-9,-1.08407592773438,
149,15.14835006,0,0.000141143798828125,
150,15.25048144,9,1.08455467224121,
151,15.35306386,0,0.000141143798828125,
152,15.45517694,-9,-1.0841121673584,
153,15.55776432,0,0.000141143798828125,
154,15.65987878,9,1.0845947265625,
155,15.762469,0,0.00014495849609375,
156,15.86459568,-9,-1.08408355712891,
157,15.96717428,0,0.000139236450195313,
158,16.069301,9,1.08458137512207,
159,16.17187454,0,0.000139236450195313,
160,16.2740036,-9,-1.08404922485352,
161,16.37659114,0,0.0001373291015625,
162,16.4786866,9,1.08462142944336,
163,16.58126662,0,0.0001373291015625,
164,16.68337146,-9,-1.08411598205566,
165,16.78593888,0,0.0001373291015625,
166,16.8880756,9,1.0844669342041,
167,16.9906566,0,0.000143051147460938,
168,17.09276714,-9,-1.08413124084473,
169,17.1953555,0,0.000141143798828125,
170,17.29745364,9,1.0846004486084,
171,17.40002104,0,0.000143051147460938,
172,17.50213966,-9,-1.08405685424805,
173,17.60470946,0,0.000143051147460938,
174,17.70681364,9,1.08461952209473,
175,17.80939606,0,0.000141143798828125,
176,17.91149668,-9,-1.08418464660645,
177,18.01408634,0,0.000141143798828125,
178,18.11621472,9,1.08456420898438,
179,18.21879216,0,0.000139236450195313,
180,18.3209194,-9,-1.08415031433105,
181,18.42350696,0,0.000139236450195313,
182,18.52561356,9,1.08470726013184,
183,18.62821094,0,0.000141143798828125,
184,18.73033244,-9,-1.08420181274414,
185,18.83290394,0,0.000139236450195313,
186,18.9350227,9,1.08468818664551,
187,19.03760658,0,0.000139236450195313,
188,19.13973192,-9,-1.08419418334961,
189,19.24231662,0,0.0001373291015625,
190,19.3444382,9,1.08469581604004,
191,19.44702534,0,0.000139236450195313,
192,19.54914652,-9,-1.08415794372559,
193,19.65171264,0,0.0001373291015625,
194,19.75384066,9,1.08466529846191,
195,19.8564307,0,0.0001373291015625,
196,19.95854652,-9,-1.08420753479004,
197,20.0611354,0,0.000135421752929688,
198,20.16325104,9,1.08464431762695,
199,20.26583784,0,0.0001373291015625,
200,20.3679415,-9,-1.08420372009277,
201,20.47052058,0,0.000131607055664063,
202,20.57263906,9,1.08467864990234,
203,20.67522204,0,0.00012969970703125,
204,20.7773335,-9,-1.0842113494873,
205,20.87992566,0,0.000133514404296875,
206,20.98204476,9,1.08472442626953,
207,21.08464616,0,0.000135421752929688,
208,21.18676472,-9,-1.08421325683594,
209,21.28934352,0,0.000133514404296875,
210,21.3914758,9,1.08469581604004,
211,21.49404218,0,0.0001373291015625,
212,21.59616592,-9,-1.08425521850586,
213,21.69875904,0,0.0001373291015625,
214,21.8008588,9,1.08471298217773,
215,21.90342768,0,0.000133514404296875,
216,22.00554426,-9,-1.0842399597168,
217,22.10812548,0,0.00012969970703125,
218,22.21026308,9,1.08463287353516,
219,22.31285084,0,0.000133514404296875,
220,22.41495176,-9,-1.08427429199219,
221,22.51756138,0,0.000131607055664063,
222,22.61967402,9,1.08471298217773,
223,22.72224354,0,0.0001373291015625,
224,22.82437438,-9,-1.08415222167969,
225,22.92696914,0,0.00012969970703125,
226,23.02907836,9,1.0847282409668,
227,23.13167728,0,0.0001373291015625,
228,23.2338039,-9,-1.08425521850586,
229,23.33638862,0,0.000135421752929688,
230,23.43851564,9,1.08467292785645,
231,23.54108868,0,0.0001373291015625,
232,23.64320622,-9,-1.0842342376709,
233,23.74579248,0,0.000131607055664063,
234,23.84790472,9,1.08468055725098,
235,23.95049448,0,0.000133514404296875,
236,24.05259982,-9,-1.08426856994629,
237,24.155171,0,0.000135421752929688,
238,24.25731014,9,1.08464431762695,
239,24.35988924,0,0.000135421752929688,
240,24.461991,-9,-1.08427619934082,
241,24.56458036,0,0.000133514404296875,
242,24.66670746,9,1.0845832824707,
243,24.76931068,0,0.000133514404296875,
244,24.87144164,-9,-1.08419799804688,
245,24.9740195,0,0.000135421752929688,
246,25.07612962,9,1.08466148376465,
247,25.17871018,0,0.000133514404296875,
248,25.28082602,-9,-1.08425521850586,
249,25.38342034,0,0.00012969970703125,
250,25.48552172,9,1.08470726013184,
251,25.58810194,0,0.0001373291015625,
252,25.69022012,-9,-1.08423805236816,
253,25.79280434,0,0.000127792358398438,
254,25.89492116,9,1.08469009399414,
255,25.99752104,0,0.000131607055664063,
256,26.09963906,-9,-1.08425521850586,
257,26.20223148,0,0.00012969970703125,
258,26.30433958,9,1.08468818664551,
259,26.4069166,0,0.000127792358398438,
260,26.50904064,-9,-1.0842227935791,
261,26.61162096,0,0.000127792358398438,
262,26.71371904,9,1.08471298217773,
263,26.81632058,0,0.000131607055664063,
264,26.91842052,-9,-1.0842399597168,
265,27.021027,0,0.00012969970703125,
266,27.12314262,9,1.08468437194824,
267,27.22572526,0,0.00012969970703125,
268,27.3278589,-9,-1.08419418334961,
269,27.43044198,0,0.00012969970703125,
270,27.53254296,9,1.08465385437012,
271,27.63513028,0,0.000135421752929688,
272,27.73725214,-9,-1.08422660827637,
273,27.83982904,0,0.000131607055664063,
274,27.941947,9,1.08468246459961,
275,28.0445316,0,0.000131607055664063,
276,28.14663824,-9,-1.08425140380859,
277,28.24923528,0,0.000131607055664063,
278,28.3513539,9,1.08469581604004,
279,28.4539688,0,0.00012969970703125,
280,28.55609274,-9,-1.08425521850586,
281,28.65866506,0,0.000133514404296875,
282,28.76079252,9,1.08466529846191,
283,28.8633804,0,0.00012969970703125,
284,28.96548148,-9,-1.08426856994629,
285,29.0680771,0,0.00012969970703125,
286,29.1701894,9,1.08467674255371,
287,29.27276402,0,0.000123977661132813,
288,29.37489294,-9,-1.08422470092773,
289,29.47748046,0,0.00012969970703125,
290,29.5796053,9,1.08464813232422,
291,29.68219252,0,0.00012969970703125,
292,29.78430626,-9,-1.0842456817627,
293,29.88689982,0,0.000127792358398438,
294,29.98899838,9,1.08468437194824,
295,30.09159404,0,0.00012969970703125,
296,30.19372908,-9,-1.08417129516602,
297,30.29630556,0,0.00012969970703125,
298,30.3984337,9,1.08464241027832,
299,30.50103516,0,0.000125885009765625,
300,30.603138,-9,-1.08423614501953,
301,30.7057592,0,0.000125885009765625,
302,30.80788914,9,1.08463287353516,
303,30.9104639,0,0.000127792358398438,
304,31.01258824,-9,-1.08421325683594,
305,31.1151709,0,0.000123977661132813,
306,31.21728432,9,1.08461380004883,
307,31.31988604,0,0.000127792358398438,
308,31.42198198,-9,-1.08424186706543,
309,31.52455554,0,0.0001220703125,
310,31.62668642,9,1.08458137512207,
311,31.72926524,0,0.000131607055664063,
312,31.83137898,-9,-1.08421325683594,
313,31.93397534,0,0.000127792358398438,
314,32.0360838,9,1.08466911315918,
315,32.13868944,0,0.000127792358398438,
316,32.24079922,-9,-1.08417510986328,
317,32.34337834,0,0.000127792358398438,
318,32.44551088,9,1.08464431762695,
319,32.54810364,0,0.000131607055664063,
320,32.65020964,-9,-1.08424758911133,
321,32.75280456,0,0.00012969970703125,
322,32.85491834,9,1.08464622497559,
323,32.95751028,0,0.000133514404296875,
324,33.05963872,-9,-1.08421325683594,
325,33.16221542,0,0.000127792358398438,
326,33.26432764,9,1.08462715148926,
327,33.3669141,0,0.000131607055664063,
328,33.46901512,-9,-1.08421516418457,
329,33.57160614,0,0.00012969970703125,
330,33.67371142,9,1.08457183837891,
331,33.77627928,0,0.00012969970703125,
332,33.87841752,-9,-1.08414459228516,
333,33.9810003,0,0.000131607055664063,
334,34.08311752,9,1.08456802368164,
335,34.18570546,0,0.00012969970703125,
336,34.28781878,-9,-1.08414459228516,
337,34.39040758,0,0.000131607055664063,
338,34.49250934,9,1.08464813232422,
339,34.59509772,0,0.00012969970703125,
340,34.69722364,-9,-1.08416366577148,
341,34.79981472,0,0.000125885009765625,
342,34.9019174,9,1.08462905883789,
343,35.00451292,0,0.00012969970703125,
344,35.10662466,-9,-1.0842113494873,
345,35.20923758,0,0.000125885009765625,
346,35.31135314,9,1.08459091186523,
347,35.413934,0,0.00012969970703125,
348,35.51606766,-9,-1.08403015136719,
349,35.61865312,0,0.000131607055664063,
350,35.72076498,9,1.08461570739746,
351,35.82335592,0,0.000131607055664063,
352,35.9254552,-9,-1.08421325683594,
353,36.02803928,0,0.000127792358398438,
354,36.13017368,9,1.08457565307617,
355,36.23275514,0,0.000127792358398438,
356,36.33486984,-9,-1.08412170410156,
357,36.43747602,0,0.000125885009765625,
358,36.53957094,9,1.08462715148926,
359,36.6421686,0,0.000133514404296875,
360,36.74427298,-9,-1.08417510986328,
361,36.84686102,0,0.000127792358398438,
362,36.94899134,9,1.08450126647949,
363,37.0515743,0,0.000125885009765625,
364,37.15369456,-9,-1.08420181274414,
365,37.25630136,0,0.000123977661132813,
366,37.35841744,9,1.08456039428711,
367,37.46099784,0,0.000125885009765625,
368,37.56311742,-9,-1.08415794372559,
369,37.66568912,0,0.000127792358398438,
370,37.76783536,9,1.08443069458008,
371,37.87042766,0,0.000125885009765625,
372,37.97253278,-9,-1.08419990539551,
373,38.07512976,0,0.000125885009765625,
374,38.17724054,9,1.08456611633301,
375,38.2798202,0,0.000125885009765625,
376,38.38195126,-9,-1.08406829833984,
377,38.48453772,0,0.000123977661132813,
378,38.58664994,9,1.0845775604248,
379,38.68925118,0,0.000125885009765625,
380,38.79137568,-9,-1.08414268493652,
381,38.8939847,0,0.0001220703125,
382,38.99610202,9,1.08453750610352,
383,39.09869696,0,0.000125885009765625,
384,39.20082278,-9,-1.08413505554199,
385,39.3034142,0,0.000125885009765625,
386,39.40552628,9,1.08455848693848,
387,39.5081258,0,0.000125885009765625,
388,39.61023004,-9,-1.08415603637695,
389,39.71281562,0,0.0001220703125,
390,39.81494536,9,1.08452796936035,
391,39.91751764,0,0.00012969970703125,
392,40.01965548,-9,-1.08398056030273,
393,40.1222508,0,0.000123977661132813,
394,40.22436704,9,1.08455085754395,
395,40.32695818,0,0.00012969970703125,
396,40.42908162,-9,-1.08411026000977,
397,40.53165294,0,0.000127792358398438,
398,40.63377352,9,1.08450126647949,
399,40.73634814,0,0.00012969970703125,
400,40.83847328,-9,-1.08408546447754,
401,40.94107558,0,0.000125885009765625,
402,41.04318702,9,1.08449935913086,
403,41.14578114,0,0.00012969970703125,
404,41.247909,-9,-1.08407592773438,
405,41.35050248,0,0.000123977661132813,
406,41.45262888,9,1.08449745178223,
407,41.55522026,0,0.0001220703125,
408,41.65731694,-9,-1.08411979675293,
409,41.75991526,0,0.000123977661132813,
410,41.86203854,9,1.08452224731445,
411,41.96460972,0,0.00012969970703125,
412,42.06672934,-9,-1.08409881591797,
413,42.1693103,0,0.000123977661132813,
414,42.27141374,9,1.08452606201172,
415,42.37400698,0,0.000127792358398438,
416,42.47610926,-9,-1.08406448364258,
417,42.57870776,0,0.000123977661132813,
418,42.68082152,9,1.08449745178223,
419,42.78340432,0,0.000123977661132813,
420,42.88553196,-9,-1.08407783508301,
421,42.98813264,0,0.000123977661132813,
422,43.0902601,9,1.08443069458008,
423,43.19285592,0,0.000123977661132813,
424,43.2949682,-9,-1.0840892791748,
425,43.39755946,0,0.000125885009765625,
426,43.49967874,9,1.0844669342041,
427,43.6022758,0,0.000125885009765625,
428,43.7043976,-9,-1.08407020568848,
429,43.80698854,0,0.000125885009765625,
430,43.90912174,9,1.0844554901123,
431,44.01172054,0,0.000125885009765625,
432,44.11382634,-9,-1.0840950012207,
433,44.21641414,0,0.000127792358398438,
434,44.318538,9,1.08441543579102,
435,44.42111358,0,0.000133514404296875,
436,44.52322866,-9,-1.08407592773438,
437,44.62582162,0,0.000127792358398438,
438,44.72792328,9,1.08444976806641,
439,44.83051472,0,0.000127792358398438,
440,44.9326378,-9,-1.08404541015625,
441,45.03522696,0,0.000123977661132813,
442,45.1373511,9,1.08441162109375,
443,45.23993774,0,0.000125885009765625,
444,45.3420642,-9,-1.08407592773438,
445,45.44466464,0,0.000125885009765625,
446,45.54677472,9,1.08445930480957,
447,45.64937082,0,0.000125885009765625,
448,45.7514885,-9,-1.08403015136719,
449,45.85406784,0,0.000125885009765625,
450,45.95619572,9,1.08443450927734,
451,46.05879104,0,0.000127792358398438,
452,46.16089822,-9,-1.08404541015625,
453,46.26349432,0,0.000127792358398438,
454,46.36560298,9,1.08444023132324,
455,46.46818662,0,0.000120162963867188,
456,46.5703051,-9,-1.08400535583496,
457,46.67288754,0,0.0001220703125,
458,46.77497696,9,1.08445167541504,
459,46.87758714,0,0.0001220703125,
460,46.97968094,-9,-1.08405876159668,
461,47.08227882,0,0.0001220703125,
462,47.18441564,9,1.08436965942383,
463,47.286992,0,0.000125885009765625,
464,47.38911664,-9,-1.0839672088623,
465,47.49171164,0,0.000125885009765625,
466,47.59383266,9,1.08443069458008,
467,47.69643358,0,0.000125885009765625,
468,47.79853768,-9,-1.08400344848633,
469,47.90111892,0,0.000120162963867188,
470,48.00323802,9,1.08439254760742,
471,48.10583402,0,0.0001220703125,
472,48.20795658,-9,-1.0839958190918,
473,48.31055472,0,0.0001220703125,
474,48.41267138,9,1.08440589904785,
475,48.51527382,0,0.0001220703125,
476,48.61738948,-9,-1.08396911621094,
477,48.71998404,0,0.000123977661132813,
478,48.8220941,9,1.08436584472656,
479,48.92467294,0,0.000127792358398438,
480,49.02679416,-9,-1.08401870727539,
481,49.1294064,0,0.0001220703125,
482,49.23152266,9,1.08434867858887,
483,49.33411498,0,0.000118255615234375,
484,49.43623452,-9,-1.0839786529541,
485,49.53883146,0,0.000116348266601563,
486,49.64094308,9,1.08436393737793,
487,49.74353986,0,0.000120162963867188,
488,49.84565896,-9,-1.08402061462402,
489,49.94825884,0,0.000125885009765625,
490,50.05037858,9,1.08437919616699,
491,50.1529604,0,0.000125885009765625,
492,50.25508518,-9,-1.08395767211914,
493,50.3576704,0,0.000127792358398438,
494,50.45979096,9,1.08437538146973,
495,50.56238582,0,0.0001220703125,
496,50.66449572,-9,-1.08399391174316,
497,50.76709146,0,0.000123977661132813,
498,50.8692113,9,1.08432579040527,
499,50.97177634,0,0.000123977661132813,
500,51.07389026,-9,-1.08396911621094,
501,51.17648656,0,0.000118255615234375,
502,51.27859922,9,1.08428955078125,
503,51.38120168,0,0.0001220703125,
