experimentType,company,sampleType,temperature,gasAtmosphere,length,lengthTensile,diameter,width,thickness,linearMassDensity,voltage,freq,totalNumOfCycles,pressure,dGRatio,gprimeGRatio,dPeakPosition,gPeakPosition,gprimePeakPosition,weightBefore,weightAfter,axialLoad,numRotationsPerUnitLength,twistAngle,dryOrWet,rotatingSpeed,numIncre,syncTime,numRepeatingCycle,dataRecFreq,restTimePerIncre,twistOrientation,density,degreeOfMisalignment,averageLength,maxLength,bundlingExtent,sampleID
R1,NC,S,,,,,,,,,,,,,0.26579,0.40239,1342.03,1575.63,2668.87,,,,,,,,,,,,,,,,,,,300
R2,NC,S,,,,,,,,,,,,,0.29802,0.47431,1341.25,1569.01,2667.32,,,,,,,,,,,,,,,,,,,300
R3,NC,S,,,,,,,,,,,,,0.24004,0.41778,1340.86,1572.12,2668.87,,,,,,,,,,,,,,,,,,,300
R4,NC,S,,,,,,,,,,,,,0.26618,0.4192,1340.47,1572.51,2668.87,,,,,,,,,,,,,,,,,,,300
R5,NC,S,,,,,,,,,,,,,0.26522,0.44251,1342.81,1571.35,2666.93,,,,,,,,,,,,,,,,,,,300
