0,38.7463
1.45033,38.7463
2.90065,38.7463
4.35098,38.7463
5.80131,38.7463
7.25163,31.9656
8.70196,72.127
10.1523,49.671
11.6026,38.8833
13.0529,33.7419
14.5033,29.7616
15.9536,26.0476
17.4039,23.704
18.8542,21.9913
20.3046,22.7303
21.7549,22.6683
23.2052,19.9527
24.6555,17.3466
26.1059,17.758
27.5562,17.2323
29.0065,15.5095
30.4569,13.427
31.9072,11.4709
33.3575,11.9629
34.8078,12.5867
36.2582,12.3528
37.7085,11.7005
39.1588,12.0111
40.6091,10.2058
42.0595,8.17552
43.5098,8.06428
44.9601,10.5454
46.4104,12.0593
47.8608,15.3017
49.3111,20.0638
50.7614,24.6498
52.2117,39.5483
53.6621,72.585
55.1124,123.272
56.5627,193.011
58.0131,289.777
59.4634,378.135
60.9137,461.077
62.364,534.238
63.8144,594.368
65.2647,649.987
66.715,680.422
68.1653,698.696
69.6157,712.323
71.066,727.961
72.5163,728.873
73.9666,728.926
75.417,726.902
76.8673,722.861
78.3176,718.933
79.7679,734.984
81.2183,755.861
82.6686,778.961
84.1189,801.701
85.5693,814.816
87.0196,823.603
88.4699,818.55
89.9202,808.545
91.3706,807.386
92.8209,777.33
94.2712,762.93
95.7215,749.09
97.1719,728.906
98.6222,700.933
100.073,687.512
101.523,680.808
102.973,668.726
104.423,645.318
105.874,616.796
107.324,619.597
108.774,609.976
110.225,595.063
111.675,586.699
113.125,584.069
114.576,577.323
116.026,567.457
117.476,557.038
118.927,548.308
120.377,524.058
121.827,518.402
123.278,519.746
124.728,516.423
126.178,494.688
127.629,479.386
129.079,469.322
130.529,460.278
131.98,451.963
133.43,450.118
134.88,443.653
136.331,440.719
137.781,436.406
139.231,429.838
140.682,433.663
142.132,417.282
143.582,403.655
145.033,398.18
146.483,400.082
147.933,391.632
149.384,383.861
150.834,369.086
152.284,356.11
153.735,356.773
155.185,366.551
156.635,345.42
158.086,344.926
159.536,351.411
160.986,326.103
162.437,327.69
163.887,329.59
165.337,334.799
166.788,336.833
168.238,322.929
169.688,327.302
171.139,326.556
172.589,322.716
174.039,318.805
175.489,319.203
176.94,310.704
178.39,306.065
179.84,308.491
181.291,312.527
182.741,300.335
184.191,290.431
185.642,286.362
187.092,281.381
188.542,275.467
189.993,281.442
191.443,282.641
192.893,281.548
194.344,279.906
195.794,279.301
197.244,281.292
198.695,284.151
200.145,279.322
201.595,275.287
203.046,276.29
204.496,272.57
205.946,284.033
207.397,284.248
208.847,281.262
210.297,280.69
211.748,271.251
213.198,272.393
214.648,269.308
216.099,264.247
217.549,259.859
218.999,254.137
220.45,249.26
221.9,242.88
223.35,242.78
224.801,252.49
226.251,260.746
227.701,257.803
229.152,256.287
230.602,254.129
232.052,248.659
233.503,239.855
234.953,253.88
236.403,251.505
237.854,247.077
239.304,249.559
240.754,240.614
242.204,237.628
243.655,242.026
245.105,238.68
